granule,acquired,pixel_size,soundings_read,soundings_valid_global,in_box_total,in_box_retrieved,in_box_passed,no_retrieval_share,threshold_rejected_share
S5P_RPRO_L2__CH4____20181108T033343_20181108T051512_05544_03_020400_20221115T220354.nc,2018-11-08T03:33:43,7.0x7.0 km2,697675,43165,5579,0,0,1.000000,
S5P_RPRO_L2__CH4____20181108T051512_20181108T065642_05545_03_020400_20221115T220356.nc,2018-11-08T05:15:12,7.0x7.0 km2,697675,37315,769,1,0,0.998700,1.000000
S5P_RPRO_L2__CH4____20181109T031436_20181109T045605_05558_03_020400_20221115T224543.nc,2018-11-09T03:14:36,7.0x7.0 km2,697890,20124,2214,375,235,0.830623,0.373333
S5P_RPRO_L2__CH4____20181109T045605_20181109T063735_05559_03_020400_20221115T224544.nc,2018-11-09T04:56:05,7.0x7.0 km2,697675,36150,3872,1681,978,0.565857,0.418203
S5P_RPRO_L2__CH4____20181109T063735_20181109T081904_05560_03_020400_20221115T224546.nc,2018-11-09T06:37:35,7.0x7.0 km2,697890,41181,0,0,0,,
S5P_RPRO_L2__CH4____20181110T025529_20181110T043658_05572_03_020400_20221115T232735.nc,2018-11-10T02:55:29,7.0x7.0 km2,697890,11725,184,0,0,1.000000,
S5P_RPRO_L2__CH4____20181110T043658_20181110T061827_05573_03_020400_20221115T232737.nc,2018-11-10T04:36:58,7.0x7.0 km2,697675,32575,7928,314,62,0.960394,0.802548
S5P_RPRO_L2__CH4____20181110T061827_20181110T075957_05574_03_020400_20221115T232739.nc,2018-11-10T06:18:27,7.0x7.0 km2,697675,22066,0,0,0,,
S5P_RPRO_L2__CH4____20181111T041751_20181111T055920_05587_03_020400_20221115T235857.nc,2018-11-11T04:17:51,7.0x7.0 km2,697675,40479,11771,173,39,0.985303,0.774566
S5P_RPRO_L2__CH4____20181111T055920_20181111T074050_05588_03_020400_20221115T235859.nc,2018-11-11T05:59:20,7.0x7.0 km2,697675,18776,0,0,0,,
S5P_RPRO_L2__CH4____20181112T035844_20181112T054013_05601_03_020400_20221116T002001.nc,2018-11-12T03:58:44,7.0x7.0 km2,697675,38604,11043,367,123,0.966766,0.664850
S5P_RPRO_L2__CH4____20181112T054013_20181112T072143_05602_03_020400_20221116T003024.nc,2018-11-12T05:40:13,7.0x7.0 km2,697890,40780,0,0,0,,
S5P_RPRO_L2__CH4____20181113T033937_20181113T052107_05615_03_020400_20221116T011302.nc,2018-11-13T03:39:37,7.0x7.0 km2,697675,27693,6862,148,5,0.978432,0.966216
S5P_RPRO_L2__CH4____20181113T052107_20181113T070236_05616_03_020400_20221116T011304.nc,2018-11-13T05:21:07,7.0x7.0 km2,697890,45912,118,0,0,1.000000,
S5P_RPRO_L2__CH4____20181114T032030_20181114T050200_05629_03_020400_20221116T014430.nc,2018-11-14T03:20:30,7.0x7.0 km2,697675,19916,3289,63,1,0.980845,0.984127
S5P_RPRO_L2__CH4____20181114T050200_20181114T064329_05630_03_020400_20221116T014432.nc,2018-11-14T05:02:00,7.0x7.0 km2,697890,38241,2592,0,0,1.000000,
S5P_RPRO_L2__CH4____20181114T064329_20181114T082459_05631_03_020400_20221116T014433.nc,2018-11-14T06:43:29,7.0x7.0 km2,697890,47570,0,0,0,,
S5P_RPRO_L2__CH4____20181115T030124_20181115T044253_05643_03_020400_20221116T021603.nc,2018-11-15T03:01:24,7.0x7.0 km2,697890,8877,640,0,0,1.000000,
S5P_RPRO_L2__CH4____20181115T044253_20181115T062423_05644_03_020400_20221116T021605.nc,2018-11-15T04:42:53,7.0x7.0 km2,697675,37205,6490,0,0,1.000000,
S5P_RPRO_L2__CH4____20181115T062423_20181115T080552_05645_03_020400_20221116T021608.nc,2018-11-15T06:24:23,7.0x7.0 km2,697675,37521,0,0,0,,
S5P_RPRO_L2__CH4____20181116T042347_20181116T060516_05658_03_020400_20221116T023706.nc,2018-11-16T04:23:47,7.0x7.0 km2,697890,31171,10781,120,32,0.988869,0.733333
S5P_RPRO_L2__CH4____20181116T060516_20181116T074646_05659_03_020400_20221116T023707.nc,2018-11-16T06:05:16,7.0x7.0 km2,697675,34936,0,0,0,,
S5P_RPRO_L2__CH4____20181117T040440_20181117T054610_05672_03_020400_20221116T031859.nc,2018-11-17T04:04:40,7.0x7.0 km2,697675,31437,11916,129,24,0.989174,0.813953
S5P_RPRO_L2__CH4____20181117T054610_20181117T072739_05673_03_020400_20221116T031901.nc,2018-11-17T05:46:10,7.0x7.0 km2,697675,40724,0,0,0,,
S5P_RPRO_L2__CH4____20181118T034534_20181118T052703_05686_03_020400_20221116T040053.nc,2018-11-18T03:45:34,7.0x7.0 km2,697890,37978,8299,0,0,1.000000,
S5P_RPRO_L2__CH4____20181118T052703_20181118T070833_05687_03_020400_20221116T040055.nc,2018-11-18T05:27:03,7.0x7.0 km2,697890,36273,0,0,0,,
S5P_RPRO_L2__CH4____20181119T032628_20181119T050757_05700_03_020400_20221116T090731.nc,2018-11-19T03:26:28,7.0x7.0 km2,697890,21404,4436,385,193,0.913210,0.498701
S5P_RPRO_L2__CH4____20181119T050757_20181119T064927_05701_03_020400_20221116T090733.nc,2018-11-19T05:07:57,7.0x7.0 km2,697675,38570,1571,92,52,0.941439,0.434783
S5P_RPRO_L2__CH4____20181120T030721_20181120T044851_05714_03_020400_20221116T100445.nc,2018-11-20T03:07:21,7.0x7.0 km2,697890,13329,1354,0,0,1.000000,
S5P_RPRO_L2__CH4____20181120T044851_20181120T063021_05715_03_020400_20221116T100446.nc,2018-11-20T04:48:51,7.0x7.0 km2,697675,53272,5243,283,66,0.946023,0.766784
S5P_RPRO_L2__CH4____20181120T063021_20181120T081150_05716_03_020400_20221116T100448.nc,2018-11-20T06:30:21,7.0x7.0 km2,697890,38431,0,0,0,,
S5P_RPRO_L2__CH4____20181121T024815_20181121T042945_05728_03_020400_20221116T100508.nc,2018-11-21T02:48:15,7.0x7.0 km2,624575,10285,11,0,0,1.000000,
S5P_RPRO_L2__CH4____20181121T042945_20181121T061114_05729_03_020400_20221116T100510.nc,2018-11-21T04:29:45,7.0x7.0 km2,697675,52681,9407,34,1,0.996386,0.970588
S5P_RPRO_L2__CH4____20181121T061114_20181121T075244_05730_03_020400_20221116T100511.nc,2018-11-21T06:11:14,7.0x7.0 km2,624575,37514,0,0,0,,
S5P_RPRO_L2__CH4____20181122T041039_20181122T055209_05743_03_020400_20221116T102501.nc,2018-11-22T04:10:39,7.0x7.0 km2,624790,55776,12180,2873,1501,0.764122,0.477550
S5P_RPRO_L2__CH4____20181122T055209_20181122T073338_05744_03_020400_20221116T102503.nc,2018-11-22T05:52:09,7.0x7.0 km2,697890,30302,0,0,0,,
S5P_RPRO_L2__CH4____20181123T035133_20181123T053303_05757_03_020400_20221116T110430.nc,2018-11-23T03:51:33,7.0x7.0 km2,697675,55428,9771,4215,2660,0.568621,0.368921
S5P_RPRO_L2__CH4____20181123T053303_20181123T071432_05758_03_020400_20221116T110432.nc,2018-11-23T05:33:03,7.0x7.0 km2,624790,40060,0,0,0,,
S5P_RPRO_L2__CH4____20181124T033228_20181124T051357_05771_03_020400_20221116T110453.nc,2018-11-24T03:32:28,7.0x7.0 km2,697675,42176,5604,779,263,0.860992,0.662388
S5P_RPRO_L2__CH4____20181124T051357_20181124T065527_05772_03_020400_20221116T110501.nc,2018-11-24T05:13:57,7.0x7.0 km2,697675,62848,757,11,5,0.985469,0.545455
S5P_RPRO_L2__CH4____20181125T031322_20181125T045452_05785_03_020400_20221116T113621.nc,2018-11-25T03:13:22,7.0x7.0 km2,697675,38727,2234,83,17,0.962847,0.795181
S5P_RPRO_L2__CH4____20181125T045452_20181125T063621_05786_03_020400_20221116T113623.nc,2018-11-25T04:54:52,7.0x7.0 km2,697890,59193,3837,932,276,0.757102,0.703863
S5P_RPRO_L2__CH4____20181125T063621_20181125T081751_05787_03_020400_20221116T134321.nc,2018-11-25T06:36:21,7.0x7.0 km2,697675,66878,0,0,0,,
S5P_RPRO_L2__CH4____20181126T025417_20181126T043546_05799_03_020400_20221116T143020.nc,2018-11-26T02:54:17,7.0x7.0 km2,697675,30822,192,0,0,1.000000,
S5P_RPRO_L2__CH4____20181126T043546_20181126T061716_05800_03_020400_20221116T144116.nc,2018-11-26T04:35:46,7.0x7.0 km2,697675,64468,7897,3240,1916,0.589718,0.408642
S5P_RPRO_L2__CH4____20181126T061716_20181126T075846_05801_03_020400_20221116T115705.nc,2018-11-26T06:17:16,7.0x7.0 km2,697890,55894,0,0,0,,
S5P_RPRO_L2__CH4____20181127T041641_20181127T055811_05814_03_020400_20221116T125825.nc,2018-11-27T04:16:41,7.0x7.0 km2,697675,64693,11753,3645,2029,0.689866,0.443347
S5P_RPRO_L2__CH4____20181127T055811_20181127T073940_05815_03_020400_20221116T130213.nc,2018-11-27T05:58:11,7.0x7.0 km2,697675,43437,0,0,0,,
S5P_RPRO_L2__CH4____20181128T035736_20181128T053905_05828_03_020400_20221116T150432.nc,2018-11-28T03:57:36,7.0x7.0 km2,697675,63487,11059,3546,1960,0.679356,0.447265
S5P_RPRO_L2__CH4____20181128T053905_20181128T072035_05829_03_020400_20221116T150433.nc,2018-11-28T05:39:05,7.0x7.0 km2,697675,46150,0,0,0,,
S5P_RPRO_L2__CH4____20181129T033831_20181129T052000_05842_03_020400_20221116T153916.nc,2018-11-29T03:38:31,7.0x7.0 km2,697675,51070,6894,1699,845,0.753554,0.502649
S5P_RPRO_L2__CH4____20181129T052000_20181129T070130_05843_03_020400_20221116T153918.nc,2018-11-29T05:20:00,7.0x7.0 km2,697675,48666,110,0,0,1.000000,
S5P_RPRO_L2__CH4____20181130T031926_20181130T050055_05856_03_020400_20221116T163644.nc,2018-11-30T03:19:26,7.0x7.0 km2,697675,46838,3312,22,1,0.993357,0.954545
S5P_RPRO_L2__CH4____20181130T050055_20181130T064225_05857_03_020400_20221116T163646.nc,2018-11-30T05:00:55,7.0x7.0 km2,697675,47314,2572,208,105,0.919129,0.495192
S5P_RPRO_L2__CH4____20181130T064225_20181130T082355_05858_03_020400_20221116T163647.nc,2018-11-30T06:42:25,7.0x7.0 km2,697890,53451,0,0,0,,
S5P_RPRO_L2__CH4____20181201T030021_20181201T044151_05870_03_020400_20221116T175656.nc,2018-12-01T03:00:21,7.0x7.0 km2,697675,32215,649,0,0,1.000000,
S5P_RPRO_L2__CH4____20181201T044151_20181201T062320_05871_03_020400_20221116T175657.nc,2018-12-01T04:41:51,7.0x7.0 km2,697675,54911,6479,864,408,0.866646,0.527778
S5P_RPRO_L2__CH4____20181201T062320_20181201T080450_05872_03_020400_20221116T180822.nc,2018-12-01T06:23:20,7.0x7.0 km2,697675,47490,0,0,0,,
S5P_RPRO_L2__CH4____20181202T042246_20181202T060416_05885_03_020400_20221116T184235.nc,2018-12-02T04:22:46,7.0x7.0 km2,697675,41603,10754,1,0,0.999907,1.000000
S5P_RPRO_L2__CH4____20181202T060416_20181202T074545_05886_03_020400_20221116T184236.nc,2018-12-02T06:04:16,7.0x7.0 km2,697890,49357,0,0,0,,
S5P_RPRO_L2__CH4____20181203T040341_20181203T054511_05899_03_020400_20221116T192841.nc,2018-12-03T04:03:41,7.0x7.0 km2,624790,27141,11926,20,0,0.998323,1.000000
S5P_RPRO_L2__CH4____20181203T054511_20181203T072641_05900_03_020400_20221116T192842.nc,2018-12-03T05:45:11,7.0x7.0 km2,697675,33483,0,0,0,,
S5P_RPRO_L2__CH4____20181204T034437_20181204T052607_05913_03_020400_20221116T201445.nc,2018-12-04T03:44:37,7.0x7.0 km2,697890,32569,8326,9,0,0.998919,1.000000
S5P_RPRO_L2__CH4____20181204T052607_20181204T070736_05914_03_020400_20221116T201447.nc,2018-12-04T05:26:07,7.0x7.0 km2,697675,20770,0,0,0,,
S5P_RPRO_L2__CH4____20181205T032533_20181205T050702_05927_03_020400_20221116T211214.nc,2018-12-05T03:25:33,7.0x7.0 km2,697675,36493,4458,0,0,1.000000,
S5P_RPRO_L2__CH4____20181205T050702_20181205T064832_05928_03_020400_20221116T211215.nc,2018-12-05T05:07:02,7.0x7.0 km2,697890,33289,1557,0,0,1.000000,
S5P_RPRO_L2__CH4____20181206T030629_20181206T044758_05941_03_020400_20221116T215748.nc,2018-12-06T03:06:29,7.0x7.0 km2,697675,17637,1366,0,0,1.000000,
S5P_RPRO_L2__CH4____20181206T044758_20181206T062928_05942_03_020400_20221116T220916.nc,2018-12-06T04:47:58,7.0x7.0 km2,697675,33316,5224,0,0,1.000000,
S5P_RPRO_L2__CH4____20181206T062928_20181206T081058_05943_03_020400_20221116T220918.nc,2018-12-06T06:29:28,7.0x7.0 km2,697675,42151,0,0,0,,
S5P_RPRO_L2__CH4____20181207T024725_20181207T042854_05955_03_020400_20221116T225509.nc,2018-12-07T02:47:25,7.0x7.0 km2,697675,11476,13,0,0,1.000000,
S5P_RPRO_L2__CH4____20181207T042854_20181207T061024_05956_03_020400_20221116T230638.nc,2018-12-07T04:28:54,7.0x7.0 km2,697675,39136,9378,81,4,0.991363,0.950617
S5P_RPRO_L2__CH4____20181207T061024_20181207T075154_05957_03_020400_20221116T230639.nc,2018-12-07T06:10:24,7.0x7.0 km2,697675,30240,0,0,0,,
S5P_RPRO_L2__CH4____20181208T040950_20181208T055120_05970_03_020400_20221117T000404.nc,2018-12-08T04:09:50,7.0x7.0 km2,697890,31978,12173,236,17,0.980613,0.927966
S5P_RPRO_L2__CH4____20181208T055120_20181208T073250_05971_03_020400_20221117T000406.nc,2018-12-08T05:51:20,7.0x7.0 km2,697675,32066,0,0,0,,
S5P_RPRO_L2__CH4____20181209T035047_20181209T053216_05984_03_020400_20221117T012413.nc,2018-12-09T03:50:47,7.0x7.0 km2,697675,34104,9795,131,42,0.986626,0.679389
S5P_RPRO_L2__CH4____20181209T053216_20181209T071346_05985_03_020400_20221117T013536.nc,2018-12-09T05:32:16,7.0x7.0 km2,697675,34223,0,0,0,,
S5P_RPRO_L2__CH4____20181210T033143_20181210T051313_05998_03_020400_20221117T023252.nc,2018-12-10T03:31:43,7.0x7.0 km2,624575,32898,5628,0,0,1.000000,
S5P_RPRO_L2__CH4____20181210T051313_20181210T065443_05999_03_020400_20221117T023253.nc,2018-12-10T05:13:13,7.0x7.0 km2,697675,43317,746,0,0,1.000000,
S5P_RPRO_L2__CH4____20181212T025337_20181212T043506_06026_03_020400_20221117T034126.nc,2018-12-12T02:53:37,7.0x7.0 km2,697675,6973,197,0,0,1.000000,
S5P_RPRO_L2__CH4____20181212T043506_20181212T061636_06027_03_020400_20221117T035252.nc,2018-12-12T04:35:06,7.0x7.0 km2,697890,36992,7872,2166,1285,0.724848,0.406741
S5P_RPRO_L2__CH4____20181212T061636_20181212T075806_06028_03_020400_20221117T035253.nc,2018-12-12T06:16:36,7.0x7.0 km2,624790,28501,0,0,0,,
S5P_RPRO_L2__CH4____20181213T041603_20181213T055733_06041_03_020400_20221117T093947.nc,2018-12-13T04:16:03,7.0x7.0 km2,697675,52129,11750,4459,3242,0.620511,0.272931
S5P_RPRO_L2__CH4____20181213T055733_20181213T073903_06042_03_020400_20221117T094957.nc,2018-12-13T05:57:33,7.0x7.0 km2,697675,26689,0,0,0,,
S5P_RPRO_L2__CH4____20181214T035700_20181214T053830_06055_03_020400_20221117T101034.nc,2018-12-14T03:57:00,7.0x7.0 km2,697675,47292,11081,1506,795,0.864092,0.472112
S5P_RPRO_L2__CH4____20181214T053830_20181214T072000_06056_03_020400_20221117T101035.nc,2018-12-14T05:38:30,7.0x7.0 km2,697675,34946,0,0,0,,
S5P_RPRO_L2__CH4____20181215T033757_20181215T051927_06069_03_020400_20221117T101055.nc,2018-12-15T03:37:57,7.0x7.0 km2,697675,41053,6902,0,0,1.000000,
S5P_RPRO_L2__CH4____20181215T051927_20181215T070057_06070_03_020400_20221117T101057.nc,2018-12-15T05:19:27,7.0x7.0 km2,697675,41117,104,0,0,1.000000,
S5P_RPRO_L2__CH4____20181216T031854_20181216T050024_06083_03_020400_20221117T102156.nc,2018-12-16T03:18:54,7.0x7.0 km2,697675,39726,3325,501,212,0.849323,0.576846
S5P_RPRO_L2__CH4____20181216T050024_20181216T064154_06084_03_020400_20221117T103236.nc,2018-12-16T05:00:24,7.0x7.0 km2,697675,52725,2554,690,184,0.729836,0.733333
S5P_RPRO_L2__CH4____20181216T064154_20181216T082324_06085_03_020400_20221117T105434.nc,2018-12-16T06:41:54,7.0x7.0 km2,697675,46111,0,0,0,,
S5P_RPRO_L2__CH4____20181217T025952_20181217T044122_06097_03_020400_20221117T110554.nc,2018-12-17T02:59:52,7.0x7.0 km2,697675,30898,660,0,0,1.000000,
S5P_RPRO_L2__CH4____20181217T044122_20181217T062251_06098_03_020400_20221117T110556.nc,2018-12-17T04:41:22,7.0x7.0 km2,697890,60455,6457,3480,2042,0.461050,0.413218
S5P_RPRO_L2__CH4____20181217T062251_20181217T080421_06099_03_020400_20221117T110559.nc,2018-12-17T06:22:51,7.0x7.0 km2,697675,41719,0,0,0,,
S5P_RPRO_L2__CH4____20181218T042219_20181218T060349_06112_03_020400_20221117T110624.nc,2018-12-18T04:22:19,7.0x7.0 km2,697675,65480,10741,5552,3319,0.483102,0.402197
S5P_RPRO_L2__CH4____20181218T060349_20181218T074519_06113_03_020400_20221117T110626.nc,2018-12-18T06:03:49,7.0x7.0 km2,697890,42313,0,0,0,,
S5P_RPRO_L2__CH4____20181219T040317_20181219T054447_06126_03_020400_20221117T114053.nc,2018-12-19T04:03:17,7.0x7.0 km2,697675,57251,11934,12,5,0.998994,0.583333
S5P_RPRO_L2__CH4____20181219T054447_20181219T072616_06127_03_020400_20221117T115220.nc,2018-12-19T05:44:47,7.0x7.0 km2,697890,47800,0,0,0,,
S5P_RPRO_L2__CH4____20181220T034415_20181220T052544_06140_03_020400_20221117T132402.nc,2018-12-20T03:44:15,7.0x7.0 km2,697890,39517,8344,240,52,0.971237,0.783333
S5P_RPRO_L2__CH4____20181220T052544_20181220T070714_06141_03_020400_20221117T133523.nc,2018-12-20T05:25:44,7.0x7.0 km2,697890,44851,0,0,0,,
S5P_RPRO_L2__CH4____20181221T032513_20181221T050642_06154_03_020400_20221117T150633.nc,2018-12-21T03:25:13,7.0x7.0 km2,697675,28835,4471,57,9,0.987251,0.842105
S5P_RPRO_L2__CH4____20181221T050642_20181221T064812_06155_03_020400_20221117T150634.nc,2018-12-21T05:06:42,7.0x7.0 km2,697675,34481,1545,0,0,1.000000,
S5P_RPRO_L2__CH4____20181222T030611_20181222T044740_06168_03_020400_20221117T155220.nc,2018-12-22T03:06:11,7.0x7.0 km2,697890,24197,1377,0,0,1.000000,
S5P_RPRO_L2__CH4____20181222T044740_20181222T062910_06169_03_020400_20221117T155222.nc,2018-12-22T04:47:40,7.0x7.0 km2,697890,45585,5210,3,0,0.999424,1.000000
S5P_RPRO_L2__CH4____20181222T062910_20181222T081040_06170_03_020400_20221117T155223.nc,2018-12-22T06:29:10,7.0x7.0 km2,697675,49846,0,0,0,,
S5P_RPRO_L2__CH4____20181223T024709_20181223T042839_06182_03_020400_20221117T171148.nc,2018-12-23T02:47:09,7.0x7.0 km2,697675,18314,13,0,0,1.000000,
S5P_RPRO_L2__CH4____20181223T042839_20181223T061009_06183_03_020400_20221117T171152.nc,2018-12-23T04:28:39,7.0x7.0 km2,697675,49482,9357,2858,1645,0.694560,0.424423
S5P_RPRO_L2__CH4____20181223T061009_20181223T075139_06184_03_020400_20221117T172307.nc,2018-12-23T06:10:09,7.0x7.0 km2,697890,45948,0,0,0,,
S5P_RPRO_L2__CH4____20181224T040937_20181224T055107_06197_03_020400_20221117T184245.nc,2018-12-24T04:09:37,7.0x7.0 km2,697675,43975,12172,1606,571,0.868058,0.644458
S5P_RPRO_L2__CH4____20181224T055107_20181224T073237_06198_03_020400_20221117T184246.nc,2018-12-24T05:51:07,7.0x7.0 km2,697675,30723,0,0,0,,
S5P_RPRO_L2__CH4____20181225T035036_20181225T053205_06211_03_020400_20221117T194002.nc,2018-12-25T03:50:36,7.0x7.0 km2,697890,47396,9806,0,0,1.000000,
S5P_RPRO_L2__CH4____20181225T053205_20181225T071335_06212_03_020400_20221117T194004.nc,2018-12-25T05:32:05,7.0x7.0 km2,697675,26033,0,0,0,,
S5P_RPRO_L2__CH4____20181226T033134_20181226T051304_06225_03_020400_20221117T202546.nc,2018-12-26T03:31:34,7.0x7.0 km2,697890,37498,5641,0,0,1.000000,
S5P_RPRO_L2__CH4____20181226T051304_20181226T065434_06226_03_020400_20221117T202548.nc,2018-12-26T05:13:04,7.0x7.0 km2,697675,26181,740,0,0,1.000000,
S5P_RPRO_L2__CH4____20181227T031233_20181227T045403_06239_03_020400_20221117T213409.nc,2018-12-27T03:12:33,7.0x7.0 km2,624575,24574,2263,0,0,1.000000,
S5P_RPRO_L2__CH4____20181227T045403_20181227T063533_06240_03_020400_20221117T214530.nc,2018-12-27T04:54:03,7.0x7.0 km2,697675,32067,3806,0,0,1.000000,
S5P_RPRO_L2__CH4____20181227T063533_20181227T081703_06241_03_020400_20221117T214532.nc,2018-12-27T06:35:33,7.0x7.0 km2,697675,35666,0,0,0,,
S5P_RPRO_L2__CH4____20181228T025332_20181228T043502_06253_03_020400_20221117T225349.nc,2018-12-28T02:53:32,7.0x7.0 km2,624790,20274,200,0,0,1.000000,
S5P_RPRO_L2__CH4____20181228T043502_20181228T061632_06254_03_020400_20221117T225351.nc,2018-12-28T04:35:02,7.0x7.0 km2,697890,29258,7865,2324,1576,0.704514,0.321859
S5P_RPRO_L2__CH4____20181228T061632_20181228T075802_06255_03_020400_20221117T225353.nc,2018-12-28T06:16:32,7.0x7.0 km2,697890,33254,0,0,0,,
S5P_RPRO_L2__CH4____20181229T041601_20181229T055731_06268_03_020400_20221118T000221.nc,2018-12-29T04:16:01,7.0x7.0 km2,624575,33095,11743,2858,1571,0.756621,0.450315
S5P_RPRO_L2__CH4____20181229T055731_20181229T073901_06269_03_020400_20221118T001344.nc,2018-12-29T05:57:31,7.0x7.0 km2,697675,31295,0,0,0,,
S5P_RPRO_L2__CH4____20181230T035700_20181230T053830_06282_03_020400_20221118T013356.nc,2018-12-30T03:57:00,7.0x7.0 km2,697675,33967,11084,425,203,0.961656,0.522353
S5P_RPRO_L2__CH4____20181230T053830_20181230T072000_06283_03_020400_20221118T013358.nc,2018-12-30T05:38:30,7.0x7.0 km2,624575,29113,0,0,0,,
S5P_RPRO_L2__CH4____20181231T033759_20181231T051929_06296_03_020400_20221118T021941.nc,2018-12-31T03:37:59,7.0x7.0 km2,697675,34559,6923,1064,540,0.846309,0.492481
S5P_RPRO_L2__CH4____20181231T051929_20181231T070059_06297_03_020400_20221118T021943.nc,2018-12-31T05:19:29,7.0x7.0 km2,697675,38464,100,0,0,1.000000,
